{'name': 'outside', 'temp': 14.687, 'time': '00:06:46'},
{'name': 'inside', 'temp': 20.562, 'time': '00:06:46'},
{'name': 'inside_floor', 'temp': 18.437, 'time': '00:06:46'},
{'name': 'outside', 'temp': 14.687, 'time': '00:16:51'},
{'name': 'inside', 'temp': 20.437, 'time': '00:16:51'},
{'name': 'inside_floor', 'temp': 18.375, 'time': '00:16:51'},
{'name': 'outside', 'temp': 14.5, 'time': '00:26:56'},
{'name': 'inside', 'temp': 20.312, 'time': '00:26:56'},
{'name': 'inside_floor', 'temp': 18.375, 'time': '00:26:56'},
{'name': 'outside', 'temp': 14.375, 'time': '00:37:01'},
{'name': 'inside', 'temp': 20.25, 'time': '00:37:01'},
{'name': 'inside_floor', 'temp': 18.25, 'time': '00:37:01'},
{'name': 'outside', 'temp': 14.375, 'time': '00:47:05'},
{'name': 'inside', 'temp': 19.937, 'time': '00:47:05'},
{'name': 'inside_floor', 'temp': 18.187, 'time': '00:47:05'},
{'name': 'outside', 'temp': 14.187, 'time': '00:57:10'},
{'name': 'inside', 'temp': 19.937, 'time': '00:57:10'},
{'name': 'inside_floor', 'temp': 18.187, 'time': '00:57:10'},
{'name': 'outside', 'temp': 14.062, 'time': '01:07:15'},
{'name': 'inside', 'temp': 19.75, 'time': '01:07:15'},
{'name': 'inside_floor', 'temp': 18.187, 'time': '01:07:15'},
{'name': 'outside', 'temp': 14.062, 'time': '01:17:20'},
{'name': 'inside', 'temp': 19.75, 'time': '01:17:20'},
{'name': 'inside_floor', 'temp': 18.125, 'time': '01:17:20'},
{'name': 'outside', 'temp': 13.875, 'time': '01:27:24'},
{'name': 'inside', 'temp': 19.687, 'time': '01:27:24'},
{'name': 'inside_floor', 'temp': 18.062, 'time': '01:27:24'},
{'name': 'outside', 'temp': 13.812, 'time': '01:37:29'},
{'name': 'inside', 'temp': 19.562, 'time': '01:37:29'},
{'name': 'inside_floor', 'temp': 17.937, 'time': '01:37:29'},
{'name': 'outside', 'temp': 13.562, 'time': '01:47:34'},
{'name': 'inside', 'temp': 19.5, 'time': '01:47:34'},
{'name': 'inside_floor', 'temp': 17.937, 'time': '01:47:34'},
{'name': 'outside', 'temp': 13.625, 'time': '01:57:38'},
{'name': 'inside', 'temp': 19.312, 'time': '01:57:38'},
{'name': 'inside_floor', 'temp': 17.812, 'time': '01:57:38'},
{'name': 'outside', 'temp': 13.437, 'time': '02:07:43'},
{'name': 'inside', 'temp': 19.375, 'time': '02:07:43'},
{'name': 'inside_floor', 'temp': 17.75, 'time': '02:07:43'},
{'name': 'outside', 'temp': 13.5, 'time': '02:17:48'},
{'name': 'inside', 'temp': 19.312, 'time': '02:17:48'},
{'name': 'inside_floor', 'temp': 17.75, 'time': '02:17:48'},
{'name': 'outside', 'temp': 13.5, 'time': '02:27:53'},
{'name': 'inside', 'temp': 19.125, 'time': '02:27:53'},
{'name': 'inside_floor', 'temp': 17.625, 'time': '02:27:53'},
{'name': 'outside', 'temp': 13.375, 'time': '02:37:58'},
{'name': 'inside', 'temp': 19.062, 'time': '02:37:58'},
{'name': 'inside_floor', 'temp': 17.687, 'time': '02:37:58'},
{'name': 'outside', 'temp': 13.187, 'time': '02:48:02'},
{'name': 'inside', 'temp': 19.0, 'time': '02:48:02'},
{'name': 'inside_floor', 'temp': 17.562, 'time': '02:48:02'},
{'name': 'outside', 'temp': 13.312, 'time': '02:58:07'},
{'name': 'inside', 'temp': 18.875, 'time': '02:58:07'},
{'name': 'inside_floor', 'temp': 17.5, 'time': '02:58:07'},
{'name': 'outside', 'temp': 13.375, 'time': '03:08:12'},
{'name': 'inside', 'temp': 18.812, 'time': '03:08:12'},
{'name': 'inside_floor', 'temp': 17.5, 'time': '03:08:12'},
{'name': 'outside', 'temp': 13.625, 'time': '03:18:17'},
{'name': 'inside', 'temp': 18.812, 'time': '03:18:17'},
{'name': 'inside_floor', 'temp': 17.375, 'time': '03:18:17'},
{'name': 'outside', 'temp': 13.937, 'time': '03:28:21'},
{'name': 'inside', 'temp': 18.75, 'time': '03:28:21'},
{'name': 'inside_floor', 'temp': 17.437, 'time': '03:28:21'},
{'name': 'outside', 'temp': 14.125, 'time': '03:38:26'},
{'name': 'inside', 'temp': 18.687, 'time': '03:38:26'},
{'name': 'inside_floor', 'temp': 17.375, 'time': '03:38:26'},
{'name': 'outside', 'temp': 14.187, 'time': '03:48:31'},
{'name': 'inside', 'temp': 18.687, 'time': '03:48:31'},
{'name': 'inside_floor', 'temp': 17.375, 'time': '03:48:31'},
{'name': 'outside', 'temp': 14.25, 'time': '03:58:36'},
{'name': 'inside', 'temp': 18.625, 'time': '03:58:36'},
{'name': 'inside_floor', 'temp': 17.375, 'time': '03:58:36'},
{'name': 'outside', 'temp': 14.312, 'time': '04:08:42'},
{'name': 'inside', 'temp': 18.625, 'time': '04:08:42'},
{'name': 'inside_floor', 'temp': 17.375, 'time': '04:08:42'},
{'name': 'outside', 'temp': 14.375, 'time': '04:18:46'},
{'name': 'inside', 'temp': 18.562, 'time': '04:18:46'},
{'name': 'inside_floor', 'temp': 17.375, 'time': '04:18:46'},
{'name': 'outside', 'temp': 14.375, 'time': '04:28:51'},
{'name': 'inside', 'temp': 18.562, 'time': '04:28:51'},
{'name': 'inside_floor', 'temp': 17.25, 'time': '04:28:51'},
{'name': 'outside', 'temp': 14.437, 'time': '04:38:56'},
{'name': 'inside', 'temp': 18.5, 'time': '04:38:56'},
{'name': 'inside_floor', 'temp': 17.312, 'time': '04:38:56'},
{'name': 'outside', 'temp': 14.625, 'time': '04:49:01'},
{'name': 'inside', 'temp': 18.5, 'time': '04:49:01'},
{'name': 'inside_floor', 'temp': 17.312, 'time': '04:49:01'},
{'name': 'outside', 'temp': 14.75, 'time': '04:59:05'},
{'name': 'inside', 'temp': 18.437, 'time': '04:59:05'},
{'name': 'inside_floor', 'temp': 17.312, 'time': '04:59:05'},
{'name': 'outside', 'temp': 15.0, 'time': '05:09:10'},
{'name': 'inside', 'temp': 18.375, 'time': '05:09:10'},
{'name': 'inside_floor', 'temp': 17.312, 'time': '05:09:10'},
{'name': 'outside', 'temp': 15.062, 'time': '05:19:15'},
{'name': 'inside', 'temp': 18.5, 'time': '05:19:15'},
{'name': 'inside_floor', 'temp': 17.312, 'time': '05:19:15'},
{'name': 'outside', 'temp': 15.125, 'time': '05:29:20'},
{'name': 'inside', 'temp': 18.625, 'time': '05:29:20'},
{'name': 'inside_floor', 'temp': 17.25, 'time': '05:29:20'},
{'name': 'outside', 'temp': 15.312, 'time': '05:39:24'},
{'name': 'inside', 'temp': 18.687, 'time': '05:39:24'},
{'name': 'inside_floor', 'temp': 17.375, 'time': '05:39:24'},
{'name': 'outside', 'temp': 15.437, 'time': '05:49:29'},
{'name': 'inside', 'temp': 18.687, 'time': '05:49:29'},
{'name': 'inside_floor', 'temp': 17.25, 'time': '05:49:29'},
{'name': 'outside', 'temp': 15.687, 'time': '05:59:34'},
{'name': 'inside', 'temp': 18.75, 'time': '05:59:34'},
{'name': 'inside_floor', 'temp': 17.312, 'time': '05:59:34'},
{'name': 'outside', 'temp': 15.625, 'time': '06:09:39'},
{'name': 'inside', 'temp': 18.812, 'time': '06:09:39'},
{'name': 'inside_floor', 'temp': 17.312, 'time': '06:09:39'},
{'name': 'outside', 'temp': 15.625, 'time': '06:19:44'},
{'name': 'inside', 'temp': 19.0, 'time': '06:19:44'},
{'name': 'inside_floor', 'temp': 17.312, 'time': '06:19:44'},
{'name': 'outside', 'temp': 15.562, 'time': '06:29:48'},
{'name': 'inside', 'temp': 19.0, 'time': '06:29:48'},
{'name': 'inside_floor', 'temp': 17.25, 'time': '06:29:48'},
{'name': 'outside', 'temp': 15.437, 'time': '06:39:53'},
{'name': 'inside', 'temp': 18.937, 'time': '06:39:53'},
{'name': 'inside_floor', 'temp': 17.312, 'time': '06:39:53'},
{'name': 'outside', 'temp': 15.437, 'time': '06:49:58'},
{'name': 'inside', 'temp': 18.937, 'time': '06:49:58'},
{'name': 'inside_floor', 'temp': 17.25, 'time': '06:49:58'},
{'name': 'outside', 'temp': 15.312, 'time': '07:00:03'},
{'name': 'inside', 'temp': 18.937, 'time': '07:00:03'},
{'name': 'inside_floor', 'temp': 17.25, 'time': '07:00:03'},
{'name': 'outside', 'temp': 15.375, 'time': '07:10:08'},
{'name': 'inside', 'temp': 19.0, 'time': '07:10:08'},
{'name': 'inside_floor', 'temp': 17.25, 'time': '07:10:08'},
{'name': 'outside', 'temp': 15.5, 'time': '07:20:12'},
{'name': 'inside', 'temp': 19.125, 'time': '07:20:12'},
{'name': 'inside_floor', 'temp': 17.25, 'time': '07:20:12'},
{'name': 'outside', 'temp': 15.625, 'time': '07:30:17'},
{'name': 'inside', 'temp': 19.125, 'time': '07:30:17'},
{'name': 'inside_floor', 'temp': 17.312, 'time': '07:30:17'},
{'name': 'outside', 'temp': 15.75, 'time': '07:40:22'},
{'name': 'inside', 'temp': 19.562, 'time': '07:40:22'},
{'name': 'inside_floor', 'temp': 17.187, 'time': '07:40:22'},
{'name': 'outside', 'temp': 15.437, 'time': '07:50:27'},
{'name': 'inside', 'temp': 19.562, 'time': '07:50:27'},
{'name': 'inside_floor', 'temp': 17.25, 'time': '07:50:27'},
{'name': 'outside', 'temp': 15.687, 'time': '08:00:32'},
{'name': 'inside', 'temp': 19.625, 'time': '08:00:32'},
{'name': 'inside_floor', 'temp': 17.312, 'time': '08:00:32'},
{'name': 'outside', 'temp': 16.0, 'time': '08:10:37'},
{'name': 'inside', 'temp': 19.437, 'time': '08:10:37'},
{'name': 'inside_floor', 'temp': 17.312, 'time': '08:10:37'},
{'name': 'outside', 'temp': 15.5, 'time': '08:20:42'},
{'name': 'inside', 'temp': 19.687, 'time': '08:20:42'},
{'name': 'inside_floor', 'temp': 17.375, 'time': '08:20:42'},
{'name': 'outside', 'temp': 15.562, 'time': '08:30:46'},
{'name': 'inside', 'temp': 19.75, 'time': '08:30:46'},
{'name': 'inside_floor', 'temp': 17.375, 'time': '08:30:46'},
{'name': 'outside', 'temp': 15.687, 'time': '08:40:51'},
{'name': 'inside', 'temp': 20.25, 'time': '08:40:51'},
{'name': 'inside_floor', 'temp': 17.5, 'time': '08:40:51'},
{'name': 'outside', 'temp': 15.937, 'time': '08:50:56'},
{'name': 'inside', 'temp': 20.625, 'time': '08:50:56'},
{'name': 'inside_floor', 'temp': 17.625, 'time': '08:50:56'},
{'name': 'outside', 'temp': 16.187, 'time': '09:01:01'},
{'name': 'inside', 'temp': 20.937, 'time': '09:01:01'},
{'name': 'inside_floor', 'temp': 17.625, 'time': '09:01:01'},
{'name': 'outside', 'temp': 16.625, 'time': '09:11:06'},
{'name': 'inside', 'temp': 21.125, 'time': '09:11:06'},
{'name': 'inside_floor', 'temp': 17.75, 'time': '09:11:06'},
{'name': 'outside', 'temp': 16.562, 'time': '09:21:10'},
{'name': 'inside', 'temp': 21.125, 'time': '09:21:10'},
{'name': 'inside_floor', 'temp': 17.812, 'time': '09:21:10'},
{'name': 'outside', 'temp': 16.625, 'time': '09:31:23'},
{'name': 'inside', 'temp': 21.187, 'time': '09:31:23'},
{'name': 'inside_floor', 'temp': 17.812, 'time': '09:31:23'},
{'name': 'outside', 'temp': 16.812, 'time': '09:42:46'},
{'name': 'inside', 'temp': 21.187, 'time': '09:42:46'},
{'name': 'inside_floor', 'temp': 17.812, 'time': '09:42:46'},
{'name': 'outside', 'temp': 16.75, 'time': '09:52:53'},
{'name': 'inside', 'temp': 21.25, 'time': '09:52:53'},
{'name': 'inside_floor', 'temp': 18.0, 'time': '09:52:53'},
{'name': 'outside', 'temp': 16.875, 'time': '10:03:04'},
{'name': 'inside', 'temp': 21.125, 'time': '10:03:04'},
{'name': 'inside_floor', 'temp': 18.0, 'time': '10:03:04'},
{'name': 'outside', 'temp': 16.75, 'time': '10:13:10'},
{'name': 'inside', 'temp': 21.187, 'time': '10:13:10'},
{'name': 'inside_floor', 'temp': 18.0, 'time': '10:13:10'},
{'name': 'outside', 'temp': 16.75, 'time': '10:23:17'},
{'name': 'inside', 'temp': 21.25, 'time': '10:23:17'},
{'name': 'inside_floor', 'temp': 18.0, 'time': '10:23:17'},
{'name': 'outside', 'temp': 16.687, 'time': '10:33:25'},
{'name': 'inside', 'temp': 21.187, 'time': '10:33:25'},
{'name': 'inside_floor', 'temp': 18.062, 'time': '10:33:25'},
{'name': 'outside', 'temp': 17.375, 'time': '10:43:30'},
{'name': 'inside', 'temp': 21.187, 'time': '10:43:30'},
{'name': 'inside_floor', 'temp': 18.125, 'time': '10:43:30'},
{'name': 'outside', 'temp': 18.125, 'time': '10:53:40'},
{'name': 'inside', 'temp': 21.25, 'time': '10:53:40'},
{'name': 'inside_floor', 'temp': 18.25, 'time': '10:53:40'},
{'name': 'outside', 'temp': 18.5, 'time': '11:03:46'},
{'name': 'inside', 'temp': 21.312, 'time': '11:03:46'},
{'name': 'inside_floor', 'temp': 18.312, 'time': '11:03:46'},
{'name': 'outside', 'temp': 18.187, 'time': '11:13:53'},
{'name': 'inside', 'temp': 21.25, 'time': '11:13:53'},
{'name': 'inside_floor', 'temp': 18.312, 'time': '11:13:53'},
{'name': 'outside', 'temp': 18.375, 'time': '11:24:06'},
{'name': 'inside', 'temp': 21.312, 'time': '11:24:06'},
{'name': 'inside_floor', 'temp': 18.437, 'time': '11:24:06'},
{'name': 'outside', 'temp': 18.812, 'time': '11:34:15'},
{'name': 'inside', 'temp': 21.375, 'time': '11:34:15'},
{'name': 'inside_floor', 'temp': 18.437, 'time': '11:34:15'},
{'name': 'outside', 'temp': 19.562, 'time': '11:45:50'},
{'name': 'inside', 'temp': 21.437, 'time': '11:45:50'},
{'name': 'inside_floor', 'temp': 18.562, 'time': '11:45:50'},
{'name': 'outside', 'temp': 20.125, 'time': '11:57:19'},
